,train_task_0,train_task_1,test_task_0,test_task_1,phase
0,,0.5005208333333333,,0.5016666666666667,0
1,0.49541666666666667,,0.4995833333333333,0.50125,1
2,0.5032291666666666,,0.49875,0.5,2
